name,lat,lon,total,dates,charges,countries,gang
"Shellbyville, TN",35.483406,-86.4602717,8,10/21/25 - 03/25/26,"Flight / Escape, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Oklahoma Ciy, OK",35.4729886,-97.5170536,8,11/12/25 - 11/25/25,"General Crimes, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, HONDURAS, INDIA, MEXICO, RUSSIA, VENEZUELA",
"Thomasville, GA",30.8365815,-83.9787808,8,02/27/25 - 05/17/26,"Dangerous Drugs, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","EL SALVADOR, GUATEMALA, MEXICO",
"Winnemucca, NV",40.9724295,-117.734802,8,04/21/25 - 03/21/26,"Assault, Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, MEXICO, PERU",
"Only, TN",35.8617315,-87.691688,8,01/22/25 - 05/06/26,"Assault, Homicide, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","GUATEMALA, MEXICO",✅
"Napoleonville, LA",29.9404803,-91.0248214,8,04/07/25 - 03/11/26,"Arson, Assault, Homicide, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","FRANCE, HONDURAS, MEXICO, SWEDEN",
"Ellabelle, GA",33.2864754,-84.6258332,8,09/04/25 - 09/08/25,General Crimes,"COLOMBIA, GUATEMALA, MEXICO, SOUTH KOREA, VENEZUELA",
"Starkville, MS",33.4638745,-88.8152074,8,01/24/25 - 04/14/26,"Assault, Dangerous Drugs, Immigration, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, MEXICO, VENEZUELA",
"Andalusia, AL",31.3080607,-86.482424,8,01/28/25 - 04/18/26,"Forgery, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Burgin, KY",37.7522783,-84.7611039,8,02/22/25 - 05/19/26,"Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","GUATEMALA, MEXICO",
"Petersburg, IN",38.4919935,-87.2786244,8,07/30/25 - 02/24/26,"Dangerous Drugs, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses, Weapon Offenses","EL SALVADOR, GUATEMALA, HAITI, HONDURAS, MEXICO",
"Philadellphia, PA",39.9527237,-75.1635262,8,01/28/26 - 02/12/26,Larceny,"COLOMBIA, DOMINICAN REPUBLIC, GUATEMALA, MAURITANIA, PANAMA, RUSSIA, SENEGAL, VENEZUELA",
"Metter, GA",32.397118,-82.0601196,8,01/27/25 - 03/10/26,"Family Offenses, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Sublette, KS",37.4816911,-100.843773,8,03/06/25 - 04/24/26,"Assault, Dangerous Drugs, Larceny, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","GUATEMALA, MEXICO",
"Waupun, WI",43.633216,-88.7296352,8,06/19/25 - 05/18/26,"Assault, Burglary, Dangerous Drugs, Homicide, Sexual Assault, Traffic Offenses","EL SALVADOR, HONDURAS, MEXICO, NICARAGUA",
"Clallam Bay, WA",48.2539902,-124.2606995,8,02/05/25 - 01/26/26,"Arson, Assault, Burglary, Homicide, Weapon Offenses","CAMBODIA, GUATEMALA, MEXICO",✅
"Chippewa Falls, WI",44.9371325,-91.3932118,8,02/17/25 - 01/07/26,"Assault, Obstructing the Police, Sexual Assault, Stolen Vehicle, Traffic Offenses",MEXICO,
"La Fayette, AL",32.4105674,-87.0457834,8,02/12/25 - 01/14/26,"Family Offenses, General Crimes, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Moncks Corners, SC",28.8911562,-81.9649487,8,10/27/25 - 03/03/26,"Dangerous Drugs, Fraudulent Activities, Public Peace, Traffic Offenses, Weapon Offenses","GUATEMALA, MEXICO",
"Ashland, OH",40.7887367,-82.2360391,7,02/04/25 - 04/02/26,"Dangerous Drugs, Immigration, Obstructing the Police, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Saluda, VA",37.6025055,-76.5944445,7,04/24/25 - 04/22/26,"General Crimes, Immigration, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, JAMAICA, MEXICO, UNITED STATES",
"Grafton, OH",41.2725522,-82.0545892,7,04/14/25 - 03/03/26,"Arson, Assault, Homicide, Immigration, Sexual Assault, Traffic Offenses","BHUTAN, COLOMBIA, LAOS, MEXICO, RWANDA, SOMALIA, SPAIN",
"Ft Dix, NJ",40.0105355,-74.6247972,7,07/31/25 - 01/02/26,"Dangerous Drugs, General Crimes, Stolen Vehicle","COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, MEXICO",
"Ft Pierce, FL",27.4467056,-80.32560568,7,03/20/25 - 12/24/25,"Assault, Larceny, Obstructing the Police, Traffic Offenses","CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS",
"Wapakoneta, OH",40.5678265,-84.1935594,7,02/19/25 - 04/16/26,"Obstructing the Police, Public Peace, Traffic Offenses",MEXICO,
"Lawrenceburg, TN",35.2423023,-87.3347389,7,05/16/25 - 04/23/26,"General Crimes, Obstructing the Police, Sexual Assault, Stolen Property, Traffic Offenses","BELIZE, GUATEMALA, HONDURAS, MEXICO",
"Le Center, MN",44.3894097,-93.7302337,7,09/15/25 - 05/04/26,"Assault, Traffic Offenses","GUATEMALA, MEXICO, SOUTH AFRICA",
"Leakesville, MS",31.1531224,-88.5514896,7,02/12/25 - 04/07/26,"Assault, Dangerous Drugs, Fraudulent Activities, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","CUBA, GUATEMALA, HONDURAS, MEXICO",
"Newton, IA",41.6997139,-93.0538852,7,06/03/25 - 05/07/26,"Dangerous Drugs, General Crimes, Sexual Assault, Stolen Vehicle, Traffic Offenses","COLOMBIA, CUBA, HONDURAS, MEXICO, VENEZUELA",
"Sierra Blance, TX",31.1778312,-105.357627,7,12/12/25 - 12/12/25,"General Crimes, Immigration",MEXICO,
"Presidio, TX",29.9883766,-104.233655,7,06/27/25 - 04/12/26,,"HONDURAS, MEXICO, UNITED STATES",
"Pratt, KS",37.6280602,-98.7485305,7,03/19/25 - 04/21/26,"Assault, Dangerous Drugs, Immigration, Traffic Offenses","EL SALVADOR, HONDURAS, MEXICO",
"Bellfonte, PA",40.9134862,-77.7737471,7,01/29/25 - 07/02/25,"Assault, Burglary, Dangerous Drugs, Homicide, Larceny, Weapon Offenses","BRAZIL, EL SALVADOR, INDIA, MEXICO, SIERRA LEONE, SUDAN",
"Butler, MO",36.7151346,-90.4146358,7,05/23/25 - 02/26/26,"Burglary, Immigration, Obstructing the Police, Weapon Offenses","ECUADOR, GUATEMALA, HONDURAS, MEXICO",
"Stanley, ND",48.317241,-102.390452,7,06/12/25 - 04/20/26,"Assault, Burglary, Public Peace",MEXICO,
"Huttonsville, WV",38.7133626,-79.978777,7,02/17/25 - 03/24/26,"Assault, Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","GUATEMALA, GUYANA, LIBERIA, MEXICO",
"Bellville, TX",29.9502253,-96.2571858,7,08/29/25 - 05/06/26,"Assault, Dangerous Drugs, Traffic Offenses","EL SALVADOR, GUATEMALA, MEXICO",
"Grosebeck, TX",31.5243379,-96.5338693,7,03/18/25 - 08/01/25,"Assault, Flight / Escape, Immigration, Traffic Offenses","HONDURAS, MEXICO",
"Cranberry Twp., PA",40.7099343,-80.1060506,7,07/09/25 - 08/08/25,Immigration,"BRAZIL, GUATEMALA, HONDURAS, PERU",
"Clearfield, PA",40.9908706,-78.4457422,7,02/07/25 - 11/23/25,"Flight / Escape, Larceny, Stolen Property, Traffic Offenses","ECUADOR, INDIA, MEXICO, VENEZUELA",
"Nahunta, GA",31.20439,-81.981226,7,11/05/25 - 04/30/26,"Flight / Escape, Forgery, Public Peace, Stolen Property, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Medford, WI",45.1391437,-90.3460806,7,01/28/25 - 04/28/26,"Assault, Dangerous Drugs, Obstructing the Police, Sexual Assault, Stolen Vehicle, Traffic Offenses","GUATEMALA, NICARAGUA",
"Wiscasset, ME",44.0024834,-69.6647753,7,06/26/25 - 05/18/26,"Assault, Burglary, Dangerous Drugs, General Crimes","COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, HONDURAS",
"Elizabethtown, TN",37.693952,-85.8591285,7,05/21/25 - 11/09/25,"Assault, Dangerous Drugs, General Crimes, Traffic Offenses","GUATEMALA, MEXICO",
"Charlote, NC",35.2109094,-80.8672878,7,01/22/26 - 03/13/26,"Assault, Dangerous Drugs, Family Offenses, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","HONDURAS, INDIA, MEXICO, VENEZUELA",
"Cascade, ID",44.5127,-116.0525592,7,07/14/25 - 02/17/26,"Fraudulent Activities, General Crimes, Traffic Offenses","GUATEMALA, MEXICO",
"Coleman, FL",28.7997644,-82.0703578,7,03/03/25 - 08/15/25,"Assault, Burglary, Flight / Escape, Forgery, Traffic Offenses, Weapon Offenses","CUBA, EL SALVADOR, MEXICO",✅
"Jarratt, VA",36.8142261,-77.4681794,7,03/18/25 - 04/13/26,"Assault, Homicide, Sexual Assault","EL SALVADOR, GUATEMALA, HONDURAS",✅
"Cameron, LA",29.888055,-93.1843025,7,02/11/25 - 04/20/26,"Damage Property, Immigration, Obstructing the Police, Public Peace, Traffic Offenses","BURMA, CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Osceola, MO",38.0469778,-93.7035287,7,08/21/25 - 03/06/26,"Forgery, Immigration, Sexual Assault, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, GUATEMALA, HONDURAS, MEXICO",
"Murfreesboro, AR",34.0623308,-93.6899049,7,02/18/25 - 03/26/26,"Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Pine City, MN",45.8260672,-92.9685423,7,07/22/25 - 03/09/26,"Invasion of Privacy, Sexual Assault, Traffic Offenses","ECUADOR, GUATEMALA, LAOS, MEXICO",
"Tallahasee, FL",30.4380832,-84.2809332,7,03/18/25 - 04/01/26,"General Crimes, Immigration","COLOMBIA, GUATEMALA, INDIA, MEXICO, ZIMBABWE",
"Stormville, NY",41.5703919,-73.7454796,7,04/10/25 - 03/20/26,"Assault, Homicide, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, HONDURAS, JAMAICA",✅
"Boonville, IN",38.0493288,-87.2746568,7,04/09/25 - 05/07/26,"Assault, General Crimes, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"McPherson, KS",38.3659015,-97.6575171,7,05/16/25 - 05/06/26,"Assault, Dangerous Drugs, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Lake Villa, IL",42.4169651,-88.0739708,7,04/21/25 - 11/18/25,"Dangerous Drugs, Immigration, Larceny, Traffic Offenses","LITHUANIA, MEXICO",
"Annadale, VA",38.1420204,-78.203618,7,03/07/25 - 07/18/25,"Assault, Immigration","BOLIVIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, VENEZUELA",✅
"Washinton, DC",38.8950368,-77.0365427,7,08/16/25 - 09/29/25,,"EL SALVADOR, GUATEMALA, HONDURAS, MEXICO",
"Moberly, MO",39.4201137,-92.4364298,7,01/24/25 - 05/20/26,"Assault, Burglary","EL SALVADOR, MEXICO, VENEZUELA",
"Spirit Lake, IA",43.4224868,-95.1024729,7,06/29/25 - 03/23/26,"Forgery, Larceny, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, MEXICO, SOUTH AFRICA",
"Livingston, TN",36.3833961,-85.3230221,7,01/14/26 - 05/07/26,"Fraudulent Activities, General Crimes, Public Peace, Sexual Assault, Traffic Offenses",GUATEMALA,
"Cadillac, MI",44.2519526,-85.4011619,7,03/20/25 - 01/16/26,"Assault, Fraudulent Activities, Public Peace, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Ebensburg, PA",40.4852783,-78.7248434,7,06/16/25 - 04/06/26,"Assault, Flight / Escape, Immigration, Larceny","BAHAMAS, GUATEMALA, HAITI, MEXICO",
"Monticello, KY",36.8297937,-84.8491126,7,04/15/25 - 04/02/26,"Assault, Dangerous Drugs, Forgery, General Crimes, Larceny","GUATEMALA, HONDURAS, INDIA, MEXICO",
"Spingfield, GA",31.8654852,-93.695247,7,11/03/25 - 12/21/25,"Flight / Escape, Fraudulent Activities, General Crimes, Public Peace, Traffic Offenses","MEXICO, VENEZUELA",
"Hawthorne, NV",38.5246441,-118.624578,6,09/11/25 - 04/24/26,"Assault, Dangerous Drugs, Traffic Offenses","EL SALVADOR, INDIA, MEXICO",
"Kimball, NE",41.1881305,-103.6997645,6,12/23/25 - 03/31/26,"Assault, Family Offenses, Traffic Offenses","MEXICO, NICARAGUA, VENEZUELA",
"Raybrook, NY",40.9119335,-73.8559663,6,01/24/25 - 05/07/26,"Assault, Burglary, Traffic Offenses, Weapon Offenses","COLOMBIA, DOMINICAN REPUBLIC, GUATEMALA, HONDURAS, MEXICO",✅
"Rayville, LA",32.4746949,-91.7568292,6,05/09/25 - 03/19/26,"Invasion of Privacy, Obstructing the Police, Sexual Assault, Traffic Offenses","CUBA, GUATEMALA, NICARAGUA, VENEZUELA, VIETNAM",
"Grayson, KY",37.4537437,-86.3389464,6,09/19/25 - 05/12/26,"Assault, General Crimes, Traffic Offenses","HONDURAS, MEXICO",
"Lexington, TN",35.650903,-88.3933796,6,04/14/25 - 02/13/26,"Assault, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses, Weapon Offenses","GUATEMALA, HONDURAS, MEXICO",
"Ft Walton Beach, FL",30.4057552,-86.618842,6,02/03/25 - 03/16/26,"Immigration, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Hot Springs, SD",43.431646,-103.474363,6,04/02/25 - 04/16/26,"Assault, Traffic Offenses","MEXICO, VENEZUELA",
"Hardwood, TX",32.8529707,-97.133228,6,11/07/25 - 05/15/26,Immigration,"GUATEMALA, HONDURAS, MEXICO",
"Spruce Pine, NC",35.9147787,-82.066411,6,05/29/25 - 04/30/26,"Assault, Robbery, Sexual Assault, Weapon Offenses","COLOMBIA, HAITI, HONDURAS, MEXICO",
"Halifax, VA",36.747244,-78.9425634,6,05/23/25 - 05/13/26,"Assault, Dangerous Drugs, Public Peace, Traffic Offenses","HONDURAS, MEXICO",
"Booneville, MO",38.4592922,-93.2037196,6,01/09/26 - 04/02/26,Traffic Offenses,"EL SALVADOR, GUATEMALA, MEXICO",
"Ludington, MI",43.9555406,-86.4477416,6,03/05/25 - 11/13/25,"Assault, Traffic Offenses","BRAZIL, MEXICO",
"Sandy Hook, KY",38.0864739,-83.1262839,6,04/01/25 - 05/17/26,"Assault, General Crimes, Homicide, Robbery","CUBA, DEM REP OF THE CONGO, HONDURAS, ITALY, MEXICO",✅
"Defuniuak Springs, FL",30.7210227,-86.1152184,6,02/15/26 - 03/03/26,"General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Accomack, VA",37.7422207,-75.6743538,6,01/27/25 - 03/26/26,"Assault, Dangerous Drugs, General Crimes, Traffic Offenses","GUATEMALA, MEXICO",
"Fort Sumner, NM",34.4716695,-104.245509,6,07/11/25 - 04/13/26,"Assault, Dangerous Drugs, Fraudulent Activities, Public Peace, Traffic Offenses","CUBA, JORDAN, MEXICO",
"Lyndon, KS",38.6100099,-95.684429,6,08/05/25 - 04/21/26,"Assault, Dangerous Drugs, Traffic Offenses","BRAZIL, MEXICO, NICARAGUA, PERU",
"Bainbridge, GA",30.9038252,-84.5754768,6,01/22/25 - 04/05/26,"Assault, Damage Property, Dangerous Drugs, Traffic Offenses","CUBA, GUATEMALA, HONDURAS, MEXICO",
"Burlington, IA",40.8126922,-91.1020205,6,06/16/25 - 12/13/25,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, Larceny","MEXICO, VENEZUELA",
"Buffalo, WY",44.3480865,-106.699287,6,04/19/25 - 11/27/25,"Assault, Dangerous Drugs, Public Peace, Traffic Offenses","COLOMBIA, MEXICO, PERU",
"Des Arc, AR",34.9770353,-91.4951307,6,07/25/25 - 02/17/26,"Dangerous Drugs, Homicide, Larceny, Traffic Offenses","EL SALVADOR, HONDURAS, MEXICO, VENEZUELA",
"Deer Lodge, MT",46.0753795,-113.089332,6,01/30/25 - 09/24/25,"Assault, Dangerous Drugs, Sexual Assault","LIBERIA, MEXICO, NIGERIA, VENEZUELA",
"Bedford, PA",40.0271453,-78.5237447,6,06/25/25 - 04/01/26,"Dangerous Drugs, Family Offenses, Larceny, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, RUSSIA",
"Lomppoc, CA",34.6391501,-120.4579009,6,01/31/25 - 02/07/25,"Dangerous Drugs, Immigration, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Troy, VA",37.9509737,-78.2463934,6,02/20/25 - 03/23/26,"Assault, Damage Property, Family Offenses, Robbery, Traffic Offenses","EL SALVADOR, GUATEMALA, MEXICO, NICARAGUA, POLAND",
"Jefferson, IA",41.0131342,-91.9718642,6,07/16/25 - 05/04/26,"Assault, Damage Property, Dangerous Drugs, Forgery, General Crimes, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO",
"San Dieog, CA",32.7174202,-117.162772,6,11/09/25 - 11/27/25,Immigration,MEXICO,
"Saint Olaf, IA",42.9286198,-91.3860637,6,04/22/25 - 01/21/26,"Dangerous Drugs, Immigration, Traffic Offenses","GUATEMALA, MEXICO",
"Manson, NC",36.4218122,-78.2830508,6,03/21/25 - 02/27/26,"Assault, Homicide, Sexual Assault","HONDURAS, MEXICO",
"Bruceton Mills, PA",39.6589554,-79.6396445,6,02/12/25 - 10/24/25,"Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration","BULGARIA, DOMINICAN REPUBLIC, MEXICO, UNITED KINGDOM",
"Devils Lake, ND",48.112779,-98.86512,6,05/14/25 - 05/08/26,"Assault, Burglary, Fraudulent Activities, Traffic Offenses","BOSNIA-HERZEGOVINA, HONDURAS, KYRGYZSTAN, MEXICO, NICARAGUA",
"Forest Park, IL",41.8794989,-87.8136997,6,08/03/25 - 10/07/25,Dangerous Drugs,"MEXICO, UNITED STATES",
"Manchester, IA",42.4840907,-91.4555379,6,09/28/25 - 04/17/26,"Assault, Burglary, Robbery, Sexual Assault","MEXICO, VENEZUELA",
"Tillery, NC",36.2516802,-77.4850979,6,02/27/25 - 01/23/26,"Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","COLOMBIA, HONDURAS, MEXICO",
"Cody, WY",44.5263107,-109.056392,6,09/01/25 - 03/23/26,"Dangerous Drugs, Fraudulent Activities, General Crimes, Traffic Offenses","MEXICO, RUSSIA",
"Dover, TN",36.4878291,-87.8383567,6,07/30/25 - 05/13/26,"Dangerous Drugs, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","HONDURAS, MEXICO, PERU, VENEZUELA",
"Brookhaven, MS",31.5790667,-90.4407122,6,03/25/25 - 03/18/26,"General Crimes, Robbery, Traffic Offenses","GUATEMALA, HONDURAS, VENEZUELA",
"Lander, WY",42.8330755,-108.730702,6,05/04/25 - 03/24/26,"Family Offenses, General Crimes, Sexual Assault, Traffic Offenses","COLOMBIA, GUATEMALA, MEXICO, PERU, VENEZUELA",
"Lamar, MO",37.4950527,-94.2768736,6,07/17/25 - 04/24/26,Traffic Offenses,"COLOMBIA, GUATEMALA, HONDURAS, MEXICO",
"Warren, ME",44.12062,-69.240646,6,02/18/25 - 03/26/26,Dangerous Drugs,"DOMINICAN REPUBLIC, SUDAN, VIETNAM",
"Sommerville, TN",29.834726,-95.5493698,6,02/08/25 - 10/30/25,"Assault, Dangerous Drugs, Traffic Offenses, Weapon Offenses","BRAZIL, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Greenville, OH",40.1023909,-84.6332986,6,02/07/25 - 04/02/26,"Assault, General Crimes, Traffic Offenses","CUBA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES",
"Bland, VA",37.1312101,-81.1154109,6,03/28/25 - 03/18/26,"Assault, Homicide, Larceny, Sexual Assault","BOLIVIA, GHANA, HONDURAS, MEXICO, MOROCCO, NETHERLANDS",
"Duchesne, UT",40.2960433,-110.4715153,6,08/07/25 - 05/15/26,"Assault, Dangerous Drugs, General Crimes, Traffic Offenses","COLOMBIA, GUATEMALA, MEXICO, PERU, VENEZUELA",
"Camden, TN",36.0589486,-88.0978151,6,01/23/25 - 02/20/26,"Assault, Larceny, Obstructing the Police, Weapon Offenses","GUATEMALA, HONDURAS, LAOS, MEXICO, NICARAGUA",
"Mc Farland, CA",33.9622894,-117.4042909,6,03/26/25 - 04/14/26,"Assault, Dangerous Drugs, Homicide","CAMBODIA, CHILE, GUATEMALA, LAOS, MEXICO",
"Pierre, SD",44.3683644,-100.351136,6,06/25/25 - 12/12/25,"Assault, Dangerous Drugs, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, HONDURAS, MEXICO, NICARAGUA, PHILIPPINES",
"Dresden, TN",36.2914512,-88.7081123,6,04/18/25 - 05/08/26,"Assault, Fraudulent Activities, General Crimes, Immigration","GUATEMALA, MEXICO",
"Munfordville, KY",37.2722751,-85.8910819,6,02/12/25 - 04/14/26,"Assault, Burglary, Dangerous Drugs, Obstructing the Police, Traffic Offenses","EL SALVADOR, HONDURAS, MEXICO",
"Mt Vernon, WA",48.4200462,-122.32642,6,12/08/25 - 05/20/26,"Burglary, Fraudulent Activities, Immigration, Traffic Offenses","HONDURAS, MEXICO",
"Mt. Pleasant, TX",33.1570582,-94.9694007,6,02/14/25 - 04/22/26,"Assault, Fraudulent Activities, Obstructing the Police, Traffic Offenses",MEXICO,
"Mt Laurel, NJ",39.934002,-74.8909988,6,03/14/25 - 03/02/26,"Assault, Immigration","COSTA RICA, GUATEMALA, HONDURAS, UNITED KINGDOM, UZBEKISTAN",
"Mt Pleasant, IA",40.966312,-91.5539956,6,12/10/25 - 04/06/26,"General Crimes, Traffic Offenses","GUATEMALA, MEXICO, PERU, VENEZUELA",
"Jacksboro, TX",33.2187858,-98.1580978,6,05/01/25 - 04/08/26,"Assault, Immigration, Traffic Offenses",MEXICO,
"Price, UT",39.5994095,-110.810714,6,08/05/25 - 05/07/26,"Assault, Burglary, Dangerous Drugs, Traffic Offenses","CANADA, MEXICO",
"Patterson, NJ",40.3865731,-74.6601615,6,04/16/25 - 04/04/26,"Dangerous Drugs, Forgery, Fraudulent Activities, Weapon Offenses","COLOMBIA, DOMINICAN REPUBLIC, MEXICO, TURKIYE, VENEZUELA",
"Enoree, SC",34.6565154,-81.9650977,6,05/01/25 - 04/27/26,"Dangerous Drugs, Homicide, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Pineville, WV",37.5834814,-81.5379149,6,03/05/26 - 03/05/26,,MEXICO,
"Central City, KY",37.2939322,-87.1233292,6,04/24/25 - 03/02/26,"Assault, Burglary, Dangerous Drugs","BURMA, MEXICO, SOMALIA",
"Bolivar, TN",35.2561937,-88.9878389,6,02/21/25 - 01/05/26,"Dangerous Drugs, Fraudulent Activities, Traffic Offenses","GUATEMALA, MEXICO",
"Ashburn, GA",31.7059751,-83.6535591,6,02/21/25 - 09/03/25,"Assault, Flight / Escape, Immigration, Robbery, Traffic Offenses","COSTA RICA, GUATEMALA, HAITI, HONDURAS, MEXICO",
"St. Johns, MI",43.000928,-84.5585098,6,03/07/25 - 10/22/25,"Assault, Dangerous Drugs, Obstructing the Police, Traffic Offenses","MEXICO, VENEZUELA",
"Eau Claire, WI",44.811349,-91.4984941,6,03/25/25 - 02/17/26,"Assault, Sexual Assault","GUATEMALA, MEXICO",✅
"Cassopolis, MI",41.9117134,-86.0100069,6,04/10/25 - 10/21/25,"Sexual Assault, Traffic Offenses","GUATEMALA, MALAWI, MEXICO, NICARAGUA",
